City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
289,Tiznit,MA,2021-03-29 18:17:17,29.5833,-9.5,64.54,50,47,11.03
290,Urumqi,CN,2021-03-29 18:17:18,43.801,87.6005,41.0,87,90,8.95
291,General Roca,AR,2021-03-29 18:17:18,-39.0333,-67.5833,82.4,20,0,8.05
292,Rawson,AR,2021-03-29 18:17:18,-43.3002,-65.1023,70.81,45,20,15.64
293,Constantine,DZ,2021-03-29 18:17:19,36.365,6.6147,62.6,67,0,4.61
294,Namibe,AO,2021-03-29 18:17:19,-15.1961,12.1522,74.17,76,76,6.76
295,Yaransk,RU,2021-03-29 18:17:20,57.3033,47.8861,23.77,96,98,3.78
296,Valparaiso,CL,2021-03-29 18:15:04,-33.0393,-71.6273,60.8,82,90,3.44
297,Newtonmore,GB,2021-03-29 18:17:20,57.066,-4.1192,55.99,88,75,19.57
298,Am Timan,TD,2021-03-29 18:17:20,11.0297,20.2827,89.44,12,3,4.14
299,Algiers,DZ,2021-03-29 18:17:21,36.7525,3.042,64.4,77,0,9.22
300,Lakselv,NO,2021-03-29 18:17:21,70.0513,24.9718,37.4,75,75,12.66
301,Muzhi,RU,2021-03-29 18:17:22,65.3667,64.6667,23.97,90,100,13.44
302,San Lawrenz,MT,2021-03-29 18:17:22,36.0553,14.204,61.0,94,20,5.75
303,Cockburn Town,TC,2021-03-29 18:17:22,21.4612,-71.1419,82.4,65,40,13.8
304,Romitan,UZ,2021-03-29 18:17:23,39.9343,64.3814,46.4,71,0,4.61
305,Forssa,FI,2021-03-29 18:17:23,60.8146,23.6215,37.99,94,100,4.0
306,Malakal,SS,2021-03-29 18:17:24,9.5334,31.6605,90.18,16,2,5.32
307,Vryburg,ZA,2021-03-29 18:17:24,-26.9566,24.7284,70.09,47,49,8.75
308,Tenenkou,ML,2021-03-29 18:17:24,14.4572,-4.9169,95.97,4,4,8.03
309,Izhma,RU,2021-03-29 18:17:25,65.0083,53.9113,34.18,98,100,5.75
310,Zemaiciu Naumiestis,LT,2021-03-29 18:17:25,55.3592,21.7022,44.24,97,100,9.35
311,Bonthe,SL,2021-03-29 18:17:25,7.5264,-12.505,82.51,74,99,10.92
312,Veraval,IN,2021-03-29 18:17:26,20.9,70.3667,78.13,78,36,10.49
313,Naron,ES,2021-03-29 18:17:26,43.5167,-8.1528,64.4,52,0,4.61
314,Lichinga,MZ,2021-03-29 18:17:27,-13.3128,35.2406,64.4,94,75,14.97
315,Abdulino,RU,2021-03-29 18:17:27,53.7,53.6667,15.37,98,80,4.29
316,Ewo,CG,2021-03-29 18:17:28,-0.8725,14.8206,78.78,75,96,2.93
317,Maceio,BR,2021-03-29 18:13:55,-9.6658,-35.7353,84.2,79,40,10.36
318,Pyshma,RU,2021-03-29 18:17:31,56.9523,63.2513,18.59,94,51,3.51
319,Santa Cruz,BO,2021-03-29 18:17:32,-17.8,-63.1667,78.8,69,75,16.11
320,Razdolnoye,RU,2021-03-29 18:17:35,43.55,131.9167,37.4,75,97,4.47
321,Beloha,MG,2021-03-29 18:17:35,-25.1667,45.05,70.74,77,19,4.88
322,Varangaon,IN,2021-03-29 18:17:36,21.0167,75.9,90.27,13,20,8.84
323,Hualmay,PE,2021-03-29 18:17:36,-11.0964,-77.6139,74.43,73,58,9.53
324,Mattru,SL,2021-03-29 18:17:37,7.6244,-11.8332,84.0,67,97,6.53
325,Tazovskiy,RU,2021-03-29 18:17:37,67.4667,78.7,-5.57,90,100,4.85
326,Chicama,PE,2021-03-29 18:17:14,-7.8447,-79.1469,73.4,78,0,13.8
327,Agirish,RU,2021-03-29 18:17:37,61.9247,63.0231,15.93,91,40,5.93
328,Sabha,LY,2021-03-29 18:17:38,27.0377,14.4283,68.43,16,4,11.97
329,Warmbad,NA,2021-03-29 18:17:38,-28.45,18.7333,84.52,19,8,13.67
330,Iralaya,HN,2021-03-29 18:17:39,15.0,-83.2333,84.2,74,75,11.5
331,Bedesa,ET,2021-03-29 18:17:39,8.9,40.7833,72.46,29,82,3.83
332,Aksarka,RU,2021-03-29 18:17:39,66.5606,67.7975,15.87,94,100,12.82
333,Kalach-Na-Donu,RU,2021-03-29 18:17:40,48.691,43.5264,32.0,80,0,4.47
334,Pallasovka,RU,2021-03-29 18:17:40,50.05,46.8833,33.71,96,100,10.11
335,Rocha,UY,2021-03-29 18:17:40,-34.4833,-54.3333,71.42,75,69,14.43
336,Sidi Ali,DZ,2021-03-29 18:17:41,36.0998,0.4206,69.87,35,29,11.63
337,Marystown,CA,2021-03-29 18:17:41,47.1666,-55.1483,36.5,96,100,43.11
338,Zaraysk,RU,2021-03-29 18:17:41,54.7653,38.8836,25.0,77,90,3.65
339,San Juan,AR,2021-03-29 18:17:42,-31.5375,-68.5364,80.31,16,0,4.68
340,Valjevo,RS,2021-03-29 18:17:42,44.2751,19.8982,46.0,49,0,3.44
341,Bereda,ES,2021-03-29 18:17:43,43.2686,-7.5406,64.99,65,99,3.0
342,Umea,SE,2021-03-29 18:17:43,63.8284,20.2597,35.6,100,90,5.75
343,Damavand,IR,2021-03-29 18:17:43,35.7178,52.065,51.8,24,0,1.77
344,Leh,IN,2021-03-29 18:17:44,34.1667,77.5833,31.77,72,59,5.95
345,Arlit,NE,2021-03-29 18:17:44,18.7369,7.3853,80.92,6,0,6.17
346,Rzhev,RU,2021-03-29 18:17:45,56.2624,34.3282,34.3,90,100,9.35
347,Villa Carlos Paz,AR,2021-03-29 18:17:45,-31.4241,-64.4978,81.0,40,0,4.0
348,Mehriz,IR,2021-03-29 18:17:45,31.5917,54.4318,57.2,18,0,6.91
349,Margate,GB,2021-03-29 18:15:23,51.3813,1.3862,55.99,51,13,4.0
350,Nacala,MZ,2021-03-29 18:17:46,-14.5428,40.6728,75.74,88,85,8.88
351,Doha,QA,2021-03-29 18:17:46,25.2867,51.5333,69.8,52,0,12.66
352,Diapaga,BF,2021-03-29 18:17:47,12.0708,1.7889,94.28,11,31,4.63
353,Alenquer,BR,2021-03-29 18:17:47,-1.9417,-54.7383,86.0,70,40,12.66
354,Izmalkovo,RU,2021-03-29 18:17:47,52.6887,37.964,25.05,95,16,6.8
355,Karasjok,NO,2021-03-29 18:17:48,69.4719,25.5112,37.4,75,75,12.66
356,Camacha,PT,2021-03-29 18:17:48,33.0833,-16.3333,64.4,77,40,12.66
357,Inyonga,TZ,2021-03-29 18:17:48,-6.7167,32.0667,65.68,83,67,4.68
358,Sao Joao Da Barra,BR,2021-03-29 18:17:49,-21.6403,-41.0511,91.4,52,20,11.5
359,Thompson,CA,2021-03-29 18:17:49,55.7435,-97.8558,12.2,79,90,17.27
360,Bonaventure,CA,2021-03-29 18:17:50,48.0457,-65.4926,33.8,93,100,14.97
361,Mahibadhoo,MV,2021-03-29 18:17:50,3.7833,72.9667,79.59,77,100,14.29
362,Porto Velho,BR,2021-03-29 18:17:50,-8.7619,-63.9039,84.2,74,75,2.3
363,Itaituba,BR,2021-03-29 18:17:51,-4.2761,-55.9836,89.6,62,20,11.5
364,West Bay,KY,2021-03-29 18:17:51,19.3667,-81.4167,87.8,62,20,12.66
365,Korla,CN,2021-03-29 18:17:51,41.7597,86.1469,51.37,72,100,11.12
366,Polovinnoye,RU,2021-03-29 18:17:52,54.7914,65.9864,6.82,97,51,5.01
367,Mangai,CD,2021-03-29 18:17:52,-4.05,19.5333,69.98,93,95,2.04
368,Aktau,KZ,2021-03-29 18:17:52,43.65,51.2,39.2,93,0,2.24
369,Thinadhoo,MV,2021-03-29 18:17:53,0.5333,72.9333,82.99,75,100,27.85
370,Karlskrona,SE,2021-03-29 18:17:53,56.1616,15.5866,48.2,100,90,9.22
371,Miraflores,MX,2021-03-29 18:17:53,19.2167,-98.8083,73.4,40,90,3.44
372,Mirpur Khas,PK,2021-03-29 18:17:54,25.5251,69.0159,81.1,58,2,17.31
373,Matagami,CA,2021-03-29 18:17:54,49.7502,-77.6328,21.2,73,90,9.22
374,Mongoumba,CF,2021-03-29 18:17:54,3.6415,18.5936,85.66,38,68,2.13
375,Paamiut,GL,2021-03-29 18:17:55,61.994,-49.6678,28.65,59,91,14.65
376,Mola Di Bari,IT,2021-03-29 18:17:55,41.0609,17.0873,57.99,73,15,13.31
377,Colares,PT,2021-03-29 18:17:56,38.7992,-9.4469,69.01,56,20,4.61
378,Tessalit,ML,2021-03-29 18:17:56,20.1986,1.0114,84.85,5,33,9.28
379,Saint-Georges,GD,2021-03-29 18:17:56,12.0564,-61.7485,84.2,79,20,27.63
380,Kutum,SD,2021-03-29 18:17:57,14.2,24.6667,70.84,11,0,11.63
381,Shieli,KZ,2021-03-29 18:17:57,44.1667,66.75,42.01,61,92,5.26
382,Novoagansk,RU,2021-03-29 18:17:57,61.9449,76.6625,-7.26,99,33,5.48
383,Zhezkazgan,KZ,2021-03-29 18:17:58,47.8043,67.7144,24.87,78,100,4.59
384,Selfoss,IS,2021-03-29 18:17:58,63.9331,-20.9971,28.99,82,32,8.99
385,Svilajnac,RS,2021-03-29 18:17:58,44.2337,21.1967,53.6,43,0,3.44
386,Filingue,NE,2021-03-29 18:17:59,14.3521,3.3168,89.24,9,0,8.93
387,Los Llanos De Aridane,ES,2021-03-29 18:17:59,28.6585,-17.9182,68.0,68,20,10.36
388,Cordoba,AR,2021-03-29 18:15:31,-31.4135,-64.1811,81.0,36,0,5.75
389,Ironton,US,2021-03-29 18:18:00,38.5368,-82.6829,53.6,40,1,2.51
390,The Valley,AI,2021-03-29 18:18:00,18.217,-63.0578,82.4,65,40,19.57
391,San Cristobal,VE,2021-03-29 18:18:01,7.7669,-72.225,84.2,58,75,16.11
392,Purmerend,NL,2021-03-29 18:18:01,52.505,4.9597,55.99,58,18,3.0
393,Ibra,OM,2021-03-29 18:18:01,22.6906,58.5334,81.32,27,13,3.24
394,Klaksvik,FO,2021-03-29 18:18:02,62.2266,-6.589,41.0,81,75,17.27
395,Pangnirtung,CA,2021-03-29 18:18:02,66.1451,-65.7125,10.4,67,90,6.91
396,Salon-De-Provence,FR,2021-03-29 18:18:02,43.6407,5.0954,59.0,72,0,5.75
397,Ereymentau,KZ,2021-03-29 18:18:03,51.6199,73.1033,25.07,95,81,13.98
398,Simplicio Mendes,BR,2021-03-29 18:18:03,-7.8539,-41.9103,88.29,46,66,2.73
399,Great Yarmouth,GB,2021-03-29 18:18:03,52.6083,1.7305,62.6,67,10,12.66
400,Harlingen,US,2021-03-29 18:18:04,26.1906,-97.6961,66.0,94,90,5.75
401,Destin,US,2021-03-29 18:18:04,30.3935,-86.4958,73.4,37,1,4.61
402,Puerto Leguizamo,CO,2021-03-29 18:18:04,-0.1934,-74.7819,78.46,89,96,3.94
403,Cayenne,GF,2021-03-29 18:18:05,4.9333,-52.3333,82.4,83,90,18.41
404,Khammam,IN,2021-03-29 18:18:05,17.25,80.15,82.58,40,18,4.47
405,Trebukhiv,UA,2021-03-29 18:18:05,50.4843,30.903,46.99,65,0,6.71
406,Bageshwar,IN,2021-03-29 18:18:06,29.85,79.7667,60.3,37,9,4.38
407,Vicosa,BR,2021-03-29 18:18:06,-20.7539,-42.8819,81.43,62,43,3.47
408,Tres Passos,BR,2021-03-29 18:18:07,-27.4556,-53.9319,62.01,97,98,3.0
409,Eleousa,GR,2021-03-29 18:18:07,39.7064,20.7925,57.2,47,40,3.44
410,Sylacauga,US,2021-03-29 18:18:07,33.1732,-86.2516,64.99,22,1,4.61
411,Izhmorskiy,RU,2021-03-29 18:18:08,56.194,86.6414,19.99,86,68,11.95
412,Aconibe,GQ,2021-03-29 18:18:08,1.2968,10.9369,69.01,96,88,1.1
413,Port Blair,IN,2021-03-29 18:18:09,11.6667,92.75,80.28,76,93,2.73
414,Saint-Francois,FR,2021-03-29 18:18:09,46.4154,3.9054,62.6,42,0,8.05
415,Sharan,RU,2021-03-29 18:18:09,54.8167,54.0,30.16,95,86,8.39
416,Silifke,TR,2021-03-29 18:18:10,36.3778,33.9344,58.01,56,0,3.36
417,Cozumel,MX,2021-03-29 18:18:10,20.5083,-86.9458,86.0,70,40,14.97
418,Segou,ML,2021-03-29 18:18:10,13.4317,-6.2157,98.67,5,1,8.32
419,Muisne,EC,2021-03-29 18:18:11,0.6,-80.0333,86.0,84,75,8.05
420,Viedma,AR,2021-03-29 18:18:11,-40.8135,-62.9967,79.0,29,34,8.57
421,Santander,ES,2021-03-29 18:14:19,43.4647,-3.8044,69.8,49,0,9.22
422,Teguldet,RU,2021-03-29 18:18:12,57.3064,88.1667,27.64,88,100,12.44
423,Suluq,LY,2021-03-29 18:18:12,31.6682,20.2521,60.08,55,0,14.38
424,Andenes,NO,2021-03-29 18:18:12,69.3143,16.1194,39.2,75,0,11.5
425,Dholka,IN,2021-03-29 18:18:12,22.7167,72.4667,86.0,23,6,3.44
426,Adre,TD,2021-03-29 18:18:13,13.4667,22.2,77.25,12,0,12.37
427,Goranboy,AZ,2021-03-29 18:18:13,40.6103,46.7897,46.4,66,20,6.91
428,Icod De Los Vinos,ES,2021-03-29 18:18:13,28.3724,-16.7119,63.0,87,16,5.35
429,Antalaha,MG,2021-03-29 18:18:14,-14.9003,50.2788,79.2,83,89,1.21
430,Toccoa,US,2021-03-29 18:18:14,34.5773,-83.3324,64.4,24,1,4.61
431,Tonantins,BR,2021-03-29 18:18:15,-2.8731,-67.8022,79.34,79,99,4.05
432,Menzelinsk,RU,2021-03-29 18:18:15,55.7271,53.1026,35.6,44,0,11.18
433,Kalnibolotskaya,RU,2021-03-29 18:18:15,46.0058,40.4568,45.0,86,100,2.77
434,Rairangpur,IN,2021-03-29 18:18:16,22.2676,86.1751,83.44,14,54,0.6
435,Charlestown,AU,2021-03-29 18:18:16,-32.95,151.6667,64.0,96,96,11.83
436,Galle,LK,2021-03-29 18:18:17,6.0367,80.217,77.63,89,100,7.49
437,Gunjur,GM,2021-03-29 18:18:17,13.2019,-16.7339,78.8,57,0,13.8
438,Podor,MR,2021-03-29 18:18:18,16.6527,-14.9587,102.2,19,0,4.61
439,Hauterive,FR,2021-03-29 18:18:21,46.0901,3.4459,66.2,34,0,4.61
440,Thunder Bay,CA,2021-03-29 18:18:23,48.4001,-89.3168,42.01,60,75,14.97
441,Bridlington,GB,2021-03-29 18:18:24,54.0831,-0.1919,61.0,68,65,8.01
442,Dombarovskiy,RU,2021-03-29 18:18:24,50.7587,59.5386,7.14,96,11,4.5
443,Kemijarvi,FI,2021-03-29 18:18:25,66.7131,27.4306,34.3,97,100,12.28
444,Mitsamiouli,KM,2021-03-29 18:18:26,-11.3847,43.2844,83.86,70,64,9.08
445,Kautokeino,NO,2021-03-29 18:18:26,69.0125,23.0412,29.48,94,100,15.1
446,Maldonado,UY,2021-03-29 18:18:26,-34.6667,-54.9167,72.0,83,75,18.41
447,Oum Hadjer,TD,2021-03-29 18:18:27,13.2954,19.6966,85.44,9,0,13.8
448,Mwinilunga,ZM,2021-03-29 18:18:27,-11.7358,24.4293,62.94,96,91,3.98
449,Sao Gabriel Da Cachoeira,BR,2021-03-29 18:18:27,-0.1303,-67.0892,82.4,83,75,3.44
450,Roald,NO,2021-03-29 18:18:28,62.5833,6.1333,45.0,70,40,26.46
451,Pangoa,PE,2021-03-29 18:18:28,-12.1167,-73.0,79.27,69,100,0.98
452,Lima,PE,2021-03-29 18:18:28,-12.0432,-77.0282,78.8,57,0,8.05
453,Gelgaudiskis,LT,2021-03-29 18:18:29,55.0792,22.9758,43.16,95,100,9.64
454,Macenta,GN,2021-03-29 18:18:29,8.5435,-9.471,83.21,56,98,4.54
455,Tatawin,TN,2021-03-29 18:18:29,32.9297,10.4518,69.8,30,0,6.91
456,Giyani,ZA,2021-03-29 18:18:30,-23.3025,30.7187,70.14,56,2,1.79
457,Kalcheva,UA,2021-03-29 18:18:30,45.7374,28.8141,45.54,74,100,20.36
458,Skibbereen,IE,2021-03-29 18:18:30,51.55,-9.2667,50.0,100,90,13.8
459,Atbasar,KZ,2021-03-29 18:18:31,51.8,68.3333,16.23,97,83,7.07
460,Halle,DE,2021-03-29 18:18:31,51.5,12.0,60.01,54,0,10.36
461,Ndioum,SN,2021-03-29 18:18:31,16.5129,-14.6471,102.2,19,0,4.61
462,Ngorongoro,TZ,2021-03-29 18:18:32,-3.2397,35.4875,53.17,93,55,2.3
463,Manavalakurichi,IN,2021-03-29 18:18:32,8.1333,77.3,82.4,89,75,3.44
464,Ilhabela,BR,2021-03-29 18:18:33,-23.7781,-45.3581,84.74,70,3,5.35
465,Colquechaca,BO,2021-03-29 18:18:33,-18.6667,-66.0167,40.89,66,84,7.72
466,Boundiali,CI,2021-03-29 18:18:34,9.5217,-6.4869,96.15,21,28,9.33
467,Varnavino,RU,2021-03-29 18:18:34,57.4035,45.0916,26.31,98,50,4.07
468,Capalna,RO,2021-03-29 18:18:35,46.7333,22.1,51.8,43,0,4.61
469,Moroni,KM,2021-03-29 18:18:36,-11.7022,43.2551,80.92,77,35,10.92
470,Demidov,RU,2021-03-29 18:18:37,55.2706,31.515,36.27,97,100,7.92
471,Masvingo,ZW,2021-03-29 18:16:06,-20.0637,30.8277,61.03,72,8,6.55
472,Croy,CH,2021-03-29 18:18:37,46.6946,6.4772,59.0,33,48,2.3
473,Camana,PE,2021-03-29 18:18:38,-16.6228,-72.7111,74.28,72,82,9.78
474,Hambantota,LK,2021-03-29 18:18:39,6.1241,81.1185,76.62,84,96,12.57
475,Sakti,IN,2021-03-29 18:18:40,22.0333,82.9667,81.75,13,1,3.24
476,Laukaa,RU,2021-03-29 18:18:40,58.7372,29.8453,43.34,63,54,11.86
477,Kingori,TZ,2021-03-29 18:18:41,-3.2833,36.9833,78.8,61,75,11.5
478,Mogadishu,SO,2021-03-29 18:18:42,2.0371,45.3438,81.21,85,8,16.89
479,Dwarka,IN,2021-03-29 18:18:42,22.2394,68.9678,78.98,81,14,11.48
480,Camacupa,AO,2021-03-29 18:18:43,-12.0167,17.4833,62.08,95,97,1.7
481,Tangermunde,DE,2021-03-29 18:18:43,52.5446,11.9765,57.99,51,87,1.01
482,Masuguru,TZ,2021-03-29 18:18:44,-11.3667,38.4167,72.86,97,100,2.24
483,Pelym,RU,2021-03-29 18:18:44,61.0108,61.9978,21.51,89,38,3.91
484,Luangwa,ZM,2021-03-29 18:18:45,-15.6167,30.4167,71.44,76,27,0.81
485,Kankan,GN,2021-03-29 18:18:45,10.3854,-9.3057,99.45,18,8,5.12
486,Boa Vista,BR,2021-03-29 18:18:13,2.8197,-60.6733,84.2,74,90,5.75
487,Beisfjord,NO,2021-03-29 18:18:46,68.3751,17.5988,41.0,60,90,11.5
488,Plettenberg Bay,ZA,2021-03-29 18:18:30,-34.0527,23.3716,65.68,85,4,7.99
489,Potiskum,NG,2021-03-29 18:18:47,11.7091,11.0694,84.83,13,6,13.65
490,Soyo,AO,2021-03-29 18:18:48,-6.1349,12.3689,81.7,76,83,8.7
491,Cassilandia,BR,2021-03-29 18:18:48,-19.1133,-51.7342,93.61,28,2,1.5
492,Aguadilla,PR,2021-03-29 18:18:49,18.4275,-67.1541,86.0,69,1,23.02
493,Iki-Burul,RU,2021-03-29 18:18:49,45.8208,44.6472,41.0,65,91,6.71
494,Borovskoy,KZ,2021-03-29 18:18:49,53.8,64.15,13.24,97,75,5.35
495,Lubango,AO,2021-03-29 18:18:50,-14.9172,13.4925,61.83,87,97,2.89
496,Tignere,CM,2021-03-29 18:18:50,7.3667,12.65,77.22,23,20,3.96
497,Floresta,BR,2021-03-29 18:18:51,-8.6011,-38.5686,91.89,38,75,7.47
498,Buraydah,SA,2021-03-29 18:18:52,26.326,43.975,66.2,26,0,12.66
499,Turukhansk,RU,2021-03-29 18:18:52,65.8167,87.9833,-14.21,98,95,7.87
500,Pangody,RU,2021-03-29 18:18:53,65.85,74.4859,-0.51,91,100,4.27
501,San Luis,AR,2021-03-29 18:18:54,-33.295,-66.3356,75.65,21,0,3.18
502,Oranjemund,NA,2021-03-29 18:18:54,-28.55,16.4333,62.44,88,0,5.66
503,Ozinki,RU,2021-03-29 18:18:56,51.1786,49.6769,22.23,96,92,6.2
504,Meiganga,CM,2021-03-29 18:18:56,6.5167,14.3,76.64,33,10,4.7
505,Nizwa,OM,2021-03-29 18:18:57,22.9333,57.5333,84.11,19,9,6.93
506,Cantagallo,CO,2021-03-29 18:18:57,7.376,-73.9196,94.32,48,95,0.76
507,Luba,GQ,2021-03-29 18:18:58,3.4568,8.5547,82.4,83,20,6.91
508,Ribeira Brava,PT,2021-03-29 18:18:58,32.65,-17.0667,66.2,68,20,11.5
509,Iraquara,BR,2021-03-29 18:18:59,-12.2486,-41.6194,92.75,23,70,7.76
510,Moundou,TD,2021-03-29 18:18:59,8.5667,16.0833,91.56,12,1,3.58
511,Aranos,NA,2021-03-29 18:18:59,-24.1333,19.1167,75.72,38,90,10.04
512,Maposeni,TZ,2021-03-29 18:19:00,-10.5833,35.4,68.0,94,75,4.61
513,Stornoway,GB,2021-03-29 18:19:00,58.2093,-6.3865,50.0,93,90,12.66
514,Acurenam,GQ,2021-03-29 18:19:01,1.0322,10.6488,69.15,95,98,1.03
515,Kurovskoye,RU,2021-03-29 18:19:02,55.5783,38.9108,32.0,59,0,2.24
516,La Palma,US,2021-03-29 18:18:21,33.8464,-118.0467,75.99,52,20,9.22
517,Richards Bay,ZA,2021-03-29 18:19:03,-28.783,32.0377,67.32,80,20,4.97
518,Svetlogorsk,BY,2021-03-29 18:19:03,52.6333,29.7333,41.94,85,100,5.14
519,Saint-Augustin,CA,2021-03-29 18:19:04,51.226,-58.6502,32.13,98,100,17.45
520,Dondukovskaya,RU,2021-03-29 18:19:05,44.8819,40.3627,42.84,75,92,3.27
521,Huarmey,PE,2021-03-29 18:19:05,-10.0681,-78.1522,75.81,72,74,11.54
522,Zabol,AF,2021-03-29 18:19:05,32.25,67.25,52.48,22,0,21.14
523,Isla Mujeres,MX,2021-03-29 18:19:06,21.2311,-86.731,87.8,58,40,13.8
524,Bara,NG,2021-03-29 18:19:06,10.3744,10.7288,91.4,11,5,6.91
525,Talara,PE,2021-03-29 18:19:07,-4.5772,-81.2719,89.6,45,20,12.66
526,Adrar,MR,2021-03-29 18:19:08,20.5022,-10.0711,94.01,6,36,4.61
527,Mao,ES,2021-03-29 18:19:20,39.8885,4.2658,57.2,88,0,10.36
528,Abha,SA,2021-03-29 18:17:44,18.2164,42.5053,66.2,36,0,5.75
529,Bull Savanna,JM,2021-03-29 18:19:21,17.8868,-77.5902,82.81,58,10,15.32
530,Durazno,UY,2021-03-29 18:19:21,-33.4131,-56.5006,73.4,68,40,16.11
531,Harer,ET,2021-03-29 18:19:22,9.3094,42.1258,70.66,29,88,1.16
532,Orsha,BY,2021-03-29 18:19:22,54.5153,30.4053,37.45,96,59,9.24
533,Awbari,LY,2021-03-29 18:19:22,26.5921,12.7805,67.1,13,11,10.18
534,Bahar,IR,2021-03-29 18:19:23,34.9072,48.4414,48.31,25,0,1.52
535,Nantucket,US,2021-03-29 18:16:50,41.2835,-70.0995,51.8,54,1,26.46
536,Safakulevo,RU,2021-03-29 18:19:24,54.9901,62.5442,10.85,96,34,5.19
537,Uglovskoye,RU,2021-03-29 18:19:24,51.3557,80.1942,25.45,84,72,17.67
538,Springbok,ZA,2021-03-29 18:19:25,-29.6643,17.8865,65.44,46,0,5.3
539,Lixourion,GR,2021-03-29 18:19:25,38.2019,20.4314,59.0,88,0,13.8
540,Ayna,PE,2021-03-29 18:19:26,-12.65,-73.9167,64.4,59,90,5.75
541,Lumeje,AO,2021-03-29 18:19:26,-11.55,20.7833,66.11,90,42,3.13
542,Tirumullaivasal,IN,2021-03-29 18:19:27,11.2333,79.8333,80.35,80,92,9.71
543,Aras,ES,2021-03-29 18:19:27,42.5617,-2.356,68.0,32,0,16.11
544,Pontes E Lacerda,BR,2021-03-29 18:15:53,-15.2261,-59.3353,87.35,52,31,5.86
545,Miajadas,ES,2021-03-29 18:19:27,39.1513,-5.9084,71.01,49,36,1.99
546,Oberwart,AT,2021-03-29 18:19:28,47.2897,16.206,57.0,46,92,1.01
547,Dabeiba,CO,2021-03-29 18:19:28,7.0017,-76.2672,84.29,77,97,5.12
548,Macau,MO,2021-03-29 18:19:29,22.2006,113.5461,78.8,100,40,3.44
549,Thaba Nchu,ZA,2021-03-29 18:19:29,-29.2093,26.839,60.8,88,20,5.75
550,Dibulla,CO,2021-03-29 18:19:30,11.2725,-73.3091,85.5,62,88,10.83
551,Sao Miguel Do Araguaia,BR,2021-03-29 18:19:30,-13.275,-50.1628,88.81,48,100,3.27
552,Jalesar,IN,2021-03-29 18:19:31,27.4833,78.3167,84.2,20,1,2.3
553,Troitsko-Pechorsk,RU,2021-03-29 18:19:31,62.7084,56.1964,33.46,96,99,6.4
554,Havelock,US,2021-03-29 18:16:13,34.8791,-76.9013,63.0,39,1,6.91
555,Kayerkan,RU,2021-03-29 18:19:32,69.3497,87.7602,-18.47,98,99,10.09
556,Halifax,CA,2021-03-29 18:19:32,44.6453,-63.5724,46.99,71,75,28.77
557,Bolu,TR,2021-03-29 18:15:12,40.6667,31.5833,32.7,96,100,3.62
558,Salekhard,RU,2021-03-29 18:19:33,66.53,66.6019,17.62,96,100,9.24
559,Nuuk,GL,2021-03-29 18:15:14,64.1835,-51.7216,28.4,54,75,16.11
560,Santa Maria,BR,2021-03-29 18:19:33,-29.6842,-53.8069,73.4,60,75,6.91
561,Turkmenabat,TM,2021-03-29 18:19:34,39.0733,63.5786,50.0,71,0,4.79
562,Bardiyah,LY,2021-03-29 18:19:34,31.7561,25.0865,59.2,71,5,12.5
563,Saurimo,AO,2021-03-29 18:19:35,-9.6608,20.3916,67.26,93,72,3.09
564,Aracuai,BR,2021-03-29 18:19:35,-16.8497,-42.0703,96.3,26,2,3.29
565,Iquique,CL,2021-03-29 18:17:25,-20.2208,-70.1431,73.4,60,0,16.11
566,Bhikhi,IN,2021-03-29 18:19:36,30.0667,75.5333,76.05,17,0,8.19
567,Honningsvag,NO,2021-03-29 18:15:33,70.9821,25.9704,37.4,75,40,14.97
568,Mbini,GQ,2021-03-29 18:19:36,1.574,9.6134,82.4,83,40,4.61
569,Rognan,NO,2021-03-29 18:19:37,67.0953,15.3878,42.8,70,75,14.97
570,Beacon,US,2021-03-29 18:19:37,41.5048,-73.9696,51.01,46,40,28.77
571,Sycow,PL,2021-03-29 18:19:38,51.3081,17.7198,53.6,76,75,5.75
572,Kisesa,TZ,2021-03-29 18:19:38,-3.0833,34.15,63.32,94,80,5.35
573,Nadym,RU,2021-03-29 18:19:39,65.5333,72.5167,4.86,89,100,7.96
574,Buta,CD,2021-03-29 18:19:39,2.7858,24.73,77.11,40,18,1.97
575,Nador,MA,2021-03-29 18:19:40,35.174,-2.9287,62.6,82,90,8.05
576,Mezen,RU,2021-03-29 18:19:40,65.8522,44.24,35.92,94,100,12.03
577,Matara,LK,2021-03-29 18:19:40,5.9485,80.5353,75.79,91,100,6.26
578,Nunoa,PE,2021-03-29 18:19:41,-14.48,-70.6411,50.67,63,98,2.62
579,Tahoua,NE,2021-03-29 18:19:41,14.8888,5.2692,89.6,5,0,9.22
580,Lasa,IT,2021-03-29 18:19:42,46.6166,10.7002,69.8,40,0,4.61
581,Domoni,KM,2021-03-29 18:19:42,-12.2569,44.5319,80.71,77,32,8.72
582,Njombe,TZ,2021-03-29 18:19:43,-9.3333,34.7667,56.7,99,82,4.81
583,Kremenchuk,UA,2021-03-29 18:19:43,49.0973,33.4197,46.89,55,64,10.33
584,Panaba,MX,2021-03-29 18:19:07,21.2833,-88.2667,90.9,38,34,8.46
585,Laguna,US,2021-03-29 18:19:44,38.421,-121.4238,64.99,48,1,12.66
586,Ivanteyevka,RU,2021-03-29 18:19:44,55.9711,37.9208,39.2,45,0,8.95
